"","par","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"1","sigma_x",0.0189708736691461,8.6917615993124e-05,0.00209433887403416,0.0138950922676769,0.0179761672923457,0.0192931813482537,0.0203505255111539,0.0222496457410688,580.601690814693,1.00740280428757
"2","nu_x",20.3141612613824,0.836234124239109,31.8078070006434,0.917259034365537,3.9735812174947,10.8971490146727,23.929629705763,97.9814400346559,1446.81060499147,1.00285490457337
"3","sigma_y",0.0244516084073676,7.59156096357407e-05,0.00287411103717497,0.0194737355246028,0.0224754493059704,0.0242741450167437,0.0262055530209305,0.0304546780364458,1433.3257958658,1.00187853898951
"4","nu_y",4.16683956802884,0.334519159637112,9.05275415283637,1.20762152708469,1.62976521783684,1.99513135434543,2.68438802834141,26.9330999499822,732.351302748521,1.00450714265243
"5","lpr[1]",-1.73383200784212,0.00180360405558828,0.116062968979708,-1.9676799325127,-1.80895076456335,-1.73088497539508,-1.65348578539669,-1.51660533532354,4140.99728279026,1.00061617636784
"6","lpr[2]",-1.11079048288891,0.00164983987706389,0.0735275160355121,-1.25725285775447,-1.15822249464545,-1.10907225142515,-1.0622126135557,-0.970344551867331,1986.16898674772,1.00166629453754
"7","lpr[3]",-1.99177749356182,0.00211782154604734,0.0849410597474941,-2.16554935985714,-2.04929691544777,-1.99091934026385,-1.93276037499302,-1.82699221490398,1608.63170982952,1.00122779309408
"8","lpr[4]",-2.82709088981588,0.00275026503466423,0.122759276248915,-3.0741776787863,-2.90714784180619,-2.82406034837231,-2.74220560466485,-2.60165884763057,1992.32205963178,1.00078683444787
"9","lpr[5]",-3.70807790048879,0.00271999012423511,0.125851121070529,-3.95816560826191,-3.78998013418142,-3.70585551555529,-3.62303622237515,-3.46947105165816,2140.81689123208,1.00124498096191
"10","prob[1]",0.177792110047479,0.000312469262187553,0.0205095235192181,0.139780782011889,0.163825938678658,0.177127587040396,0.191381629341464,0.219455602580547,4308.20676041756,1.0005906122062
"11","prob[2]",0.330186493729378,0.000541518349185133,0.0241807811622416,0.284434336681534,0.314043899798763,0.329864850827625,0.345690084950487,0.378952446888835,1993.95016180821,1.00150279907795
"12","prob[3]",0.136944819232445,0.000289597436790383,0.0116234959554124,0.114686912927705,0.128825446936014,0.136569813590776,0.144748087646822,0.160896783655688,1610.95760131492,1.00124006115272
"13","prob[4]",0.0596284645489881,0.000163218918855132,0.00725351470946474,0.0462276278944193,0.0546313250540726,0.059364412501354,0.0644280872452422,0.074150473317855,1974.94951590562,1.00079264324277
"14","prob[5]",0.024718707165069,6.68679231350163e-05,0.00310334160084862,0.0190981156538606,0.0225960508014972,0.0245791805000982,0.0267014817894024,0.0311334943181206,2153.88988809712,1.00127753145378
"15","pr_letter[1]",0.997148582435878,0.000133981292947995,0.00388632061152207,0.985374571360104,0.996528690667484,0.998484061175155,0.999439404356574,0.99998050686226,841.373681197574,1.00505113144719
"16","pr_letter[2]",0.994473960493131,0.000188533344854725,0.00582061157923223,0.977502992978074,0.992770587808532,0.996259921148345,0.998328123181624,0.999881293391658,953.14921087248,1.00397100873002
"17","pr_letter[3]",0.990847852417911,0.000241337062215817,0.00788218820127428,0.968893218912415,0.98781743287318,0.992950722266753,0.996377453242408,0.99957506788281,1066.70801144976,1.00317094474448
"18","pr_letter[4]",0.986383154378377,0.000287789200216129,0.00990948891203011,0.960415784248858,0.981841777662774,0.988585429823405,0.993503479404426,0.998844692982011,1185.6418697984,1.00256678225751
"19","pr_letter[5]",0.981130350606707,0.000326477895279668,0.0118300235211955,0.95122148149775,0.975010991722491,0.983440115930837,0.989671803535466,0.997536811109388,1312.99675351772,1.00209230374808
"20","pr_letter[6]",0.975119325402455,0.000356916297852394,0.0136000205793125,0.942162087064236,0.967714147139849,0.977264125444668,0.984943217305308,0.99547650552928,1451.93231724494,1.00170938841692
"21","pr_letter[7]",0.968373760831972,0.000380045611616134,0.0151890410871047,0.932661192224588,0.959750847149011,0.970310194739532,0.979208214706919,0.992490414553598,1597.3102170244,1.00139618725833
"22","pr_letter[8]",0.960916455578222,0.000396554238737765,0.0165759589196847,0.923714250922755,0.951164765440781,0.962581832842003,0.972702834128869,0.988464838342377,1747.23825875388,1.00114049985652
"23","pr_letter[9]",0.952771363967769,0.000407292881375562,0.0177480589130595,0.914127631298458,0.942178943821372,0.954301849238701,0.965319484171445,0.983402031191221,1898.83874224844,1.00093554965935
"24","pr_letter[10]",0.943964380389994,0.000412479151501907,0.0187012314861916,0.904417521086304,0.932480047027448,0.945296575765891,0.957126211182934,0.977167318871761,2055.58957940051,1.00077676740645
"25","pr_letter[11]",0.934523650593178,0.00041321588669409,0.0194403045577628,0.893563061415364,0.922400742632085,0.935583040601205,0.948062697250899,0.96996981150501,2213.36026127765,1.00065968812921
"26","pr_letter[12]",0.924479682919487,0.000410675177388678,0.0199787631554649,0.882533459280647,0.911821494465288,0.925477658235802,0.938092513882711,0.961483566849206,2366.68408352074,1.00057895815947
"27","pr_letter[13]",0.913865291662481,0.000405389226994236,0.0203376910638522,0.871871772339816,0.90094791041361,0.914813295077599,0.927741130757698,0.951591570037099,2516.85899494975,1.00052817795185
"28","pr_letter[14]",0.902715301832037,0.000396225592613833,0.0205443010954277,0.859913400589288,0.889531339101756,0.903576351659256,0.916707308656587,0.94065162667166,2688.42357786619,1.00050036953867
"29","pr_letter[15]",0.891065990070702,0.000379720554975439,0.0206304430418898,0.848815770593256,0.877771564298895,0.891954660609695,0.904993849309895,0.928904745354521,2951.81336886481,1.00048888914744
"30","pr_letter[16]",0.878954367207938,0.000361177361810393,0.0206311594608042,0.836523764359133,0.865627286704571,0.879670506531508,0.892878259193699,0.916941541544477,3262.91851875652,1.00048850314303
"31","pr_letter[17]",0.866417499457776,0.000341356528692427,0.0205830885463552,0.824123154800946,0.853117571077285,0.866986456848408,0.880168011704069,0.904366387625277,3635.83911668137,1.0004962619042
"32","pr_letter[18]",0.853492049042944,0.000324470089308081,0.0205224902679026,0.811874432838469,0.840305756941933,0.854157653441921,0.867215043272261,0.89135328518926,4000.46780947336,1.00051183802127
"33","pr_letter[19]",0.840214115359315,0.000316933818534718,0.0204828685774231,0.798228487213645,0.82692087977092,0.84099345069032,0.854026275090689,0.877653851214321,4176.80683167411,1.00053713887266
"34","pr_letter[20]",0.826619342999488,0.00031286862722422,0.0204924439427492,0.784812159386902,0.81302633751819,0.827370358302826,0.8405947554111,0.864484294162631,4290.06110683013,1.00057523231593
"35","pr_letter[21]",0.812743187109688,0.000313231252273223,0.0205719490197281,0.771370738449035,0.79913088884537,0.813593857079536,0.826763810882092,0.851206329950222,4313.40964690139,1.00062889297846
"36","pr_letter[22]",0.798621206441553,0.000318487543191774,0.0207332620780587,0.756754566945051,0.785078213334346,0.799356968602916,0.812678228912612,0.837683278006728,4237.8967678156,1.00069927473861
"37","pr_letter[23]",0.784289277893593,0.000328523804001902,0.0209792178440459,0.741964320505737,0.770623476356875,0.784944024741522,0.798678814977844,0.824302394750505,4077.97819618571,1.00078519597181
"38","pr_letter[24]",0.769783670488113,0.000342720599138443,0.021304610138004,0.726761051858941,0.755692372156066,0.770276386051737,0.784567924238294,0.811187906781396,3864.26379324532,1.00088324778337
"39","pr_letter[25]",0.75514096175337,0.000360141586259301,0.02169807590895,0.711831630226461,0.74071877356935,0.755672979173538,0.769916217122574,0.79748606633834,3629.91037555664,1.00098855933989
"40","pr_letter[26]",0.740397813857869,0.000379742325165462,0.0221443710915284,0.695876516046555,0.725816456034857,0.740916571069006,0.755387939056745,0.7835870345886,3400.54628815224,1.00109581833879
"41","pr_letter[27]",0.725590646911114,0.000405011255115874,0.0226265644102645,0.680539713467556,0.710730283024011,0.725856142420338,0.741032175938072,0.77034447430935,3121.06668473133,1.00120015877408
"42","pr_letter[28]",0.710755254000097,0.00043024759351531,0.0231278281677916,0.664743588077134,0.695657215932923,0.710965950056605,0.726555314917977,0.756161721374798,2889.56723551558,1.00129770937221
"43","pr_letter[29]",0.695926400401534,0.000454982203934618,0.0236326939346342,0.648906353345946,0.680585901734975,0.696070799992285,0.712229459810862,0.74245126117928,2697.97325861316,1.00138578920119
"44","pr_letter[30]",0.681137441910149,0.000478518586209638,0.0241277895478703,0.633346798148564,0.66559073931972,0.681222087715435,0.697704451115292,0.728692615178905,2542.36236140269,1.00146284781267
"45","pr_letter[31]",0.666419987560324,0.00050037714679875,0.0246021553165428,0.61775985680955,0.650197280124425,0.666540085533515,0.683088000415647,0.714837313431712,2417.41592675495,1.0015282704598
"46","pr_letter[32]",0.65180362238578,0.000520254522902091,0.025047261593403,0.602486032239035,0.635350339982951,0.651883460515625,0.668851023426105,0.700701156460898,2317.86839703294,1.00158214271495
"47","pr_letter[33]",0.637315697512327,0.000537985417385462,0.0254568396159294,0.587135466363052,0.620540136177031,0.637477636480413,0.654671438021883,0.687526022828392,2239.07151568912,1.00162503023761
"48","pr_letter[34]",0.622981188349199,0.000553509729827782,0.0258266129319916,0.572119243144234,0.60576985774375,0.623006631059118,0.640600647751419,0.674211145960306,2177.13013153461,1.00165779797853
"49","pr_letter[35]",0.608822617002576,0.000566845406184383,0.0261539903907185,0.557038279285398,0.591571142952713,0.608875456690995,0.62662869857288,0.65999896564448,2128.85781858381,1.00168147364298
"50","pr_letter[36]",0.594860032083203,0.000578066532155475,0.0264377594217384,0.542817121426943,0.57740299888152,0.594962916501256,0.612817924024286,0.646652700353858,2091.67227708352,1.00169715071156
"51","pr_letter[37]",0.581111037503777,0.000587285934068446,0.0266778017509775,0.528020688887264,0.563482226390724,0.581049627547044,0.599079260361615,0.63355770575151,2063.48294243543,1.00170592304439
"52","pr_letter[38]",0.567590861321955,0.000594641540179275,0.026874842375538,0.514183703795184,0.549842548747145,0.56755942569627,0.5856903627396,0.620497245550347,2042.59075614107,1.00170884303811
"53","pr_letter[39]",0.554312455870354,0.000600285830223945,0.0270302354120434,0.500825146470383,0.536453167743235,0.554385635205688,0.572430802828371,0.607221467997543,2027.60555454897,1.00170689655508
"54","pr_letter[40]",0.541286621066238,0.000604377796486278,0.027145786167498,0.487404920160582,0.523439711807155,0.541228790764676,0.559354905593171,0.594382909192122,2017.38062547086,1.00170098939393
"55","pr_letter[41]",0.528522143708649,0.000607076931862293,0.0272236064890696,0.47455980939557,0.510446727369684,0.528406441378747,0.546755941016271,0.582024104208982,2010.96196220542,1.0016919414796
"56","pr_letter[42]",0.516025946601386,0.000608538842117845,0.0272659994114274,0.462776206349135,0.497967923388116,0.515813701600914,0.534285136269268,0.569635980999969,2007.54937021371,1.00168048607702
"57","pr_letter[43]",0.503803242384047,0.000608912149571199,0.0272753688402879,0.450144923974174,0.485732938580759,0.503649141945092,0.521926704890631,0.557677019912733,2006.4668330163,1.00166727217265
"58","pr_letter[44]",0.491857687944387,0.000608336414615373,0.0272541501600826,0.438296954645678,0.473693694764447,0.491812810738369,0.51010130070482,0.545768522762059,2007.13997744679,1.0016528687685
"59","pr_letter[45]",0.480191536184805,0.000606940851172625,0.0272047580232169,0.426827680557469,0.462201493916043,0.479973400810489,0.498226651926403,0.534048704761568,2009.07891554182,1.0016377702504
"60","pr_letter[46]",0.468805782705112,0.000604843653695933,0.027129548040191,0.415387730583739,0.450963270839304,0.468510246321908,0.48678988511598,0.522508145171934,2011.8651195254,1.00162240227792
"61","pr_letter[47]",0.457700305637385,0.000602151787915382,0.0270307895689035,0.404471174948233,0.439956024697503,0.457271634974933,0.475564638117292,0.511172703723444,2015.14129501418,1.00160712783543
"62","pr_letter[48]",0.446873997430015,0.000598961126228265,0.0269106472564584,0.393896197646842,0.429067850325468,0.446461076979333,0.464800581549468,0.500048584789471,2018.6034616566,1.00159225321316
"63","pr_letter[49]",0.436324887835603,0.000595356832365643,0.0267711693974079,0.384274550943944,0.418600671936832,0.436024970022725,0.453992776810322,0.489118403029231,2021.99464111138,1.00157803377319
"64","pr_letter[50]",0.42605025772231,0.000591413919521809,0.0266142815307643,0.374679806298734,0.40833387721085,0.425941627676105,0.443567828840382,0.478338086707036,2025.09970078362,1.00156467941273
"65","pr_letter[51]",0.416046743612879,0.00058719792218375,0.026441784003736,0.365117354012313,0.398517431793868,0.415874029762936,0.433455366314227,0.468313729764001,2027.74101750016,1.00155235967553
"66","pr_letter[52]",0.406310433072079,0.000582765635025512,0.0262553524862816,0.355964030774208,0.388951736347301,0.406007895052373,0.423635142468496,0.458490719613928,2029.77471566759,1.00154120848764
"67","pr_letter[53]",0.396836951223012,0.000578165882929306,0.0260565406323886,0.346798586389503,0.379657848937362,0.396465673492844,0.413893216497109,0.448917810801523,2031.08730493748,1.00153132851097
"68","pr_letter[54]",0.387621538786082,0.00057344029487797,0.0258467842572529,0.338207601127837,0.370533414166788,0.387143264439963,0.404602424738486,0.439413666704295,2031.5925970893,1.00152279511924
"69","pr_letter[55]",0.378659122110388,0.000568875681836349,0.0256274065399979,0.329784853951602,0.36170991139431,0.378267153722315,0.395439001734851,0.430007091650542,2029.43234872661,1.00151566000845
"70","pr_letter[56]",0.369944375713679,0.000564336858215557,0.0253996238745363,0.321411614772357,0.353088148552934,0.369620122027127,0.386578660301631,0.420827155700623,2025.71217794879,1.00150995445876
"71","pr_letter[57]",0.361471777870402,0.000559758304757418,0.0251645520813859,0.313624117086652,0.34474441210129,0.361025025748945,0.377890238824799,0.411879020259305,2021.05120941221,1.00150569226757
"72","pr_letter[58]",0.353235659793186,0.000555159351438312,0.0249232127647961,0.305864237798321,0.336730457256934,0.352827053975331,0.369420785705777,0.403142011905072,2015.45325793142,1.0015028723752
"73","pr_letter[59]",0.345230248945806,0.000550555522119289,0.024676539655918,0.298518494834659,0.328877763207567,0.344909254299539,0.361163243648344,0.394858611033707,2008.93679244828,1.00150148120542
"74","pr_letter[60]",0.337449707008939,0.000545959087290643,0.0244253848268676,0.291188577550357,0.321192779734027,0.337128487654897,0.353127072858195,0.386820066242521,2001.53243170947,1.00150149474301
"75","pr_letter[61]",0.329888162996603,0.000541331400989299,0.0241705246948159,0.284157711865012,0.313751639014519,0.329565737770722,0.345380168823432,0.37862198426602,1993.63530790401,1.0015028803703
"76","pr_letter[62]",0.322539741993463,0.000536677991062149,0.0239126657616716,0.277269757165883,0.306595169772609,0.322202096471963,0.338016727513793,0.370878692565589,1985.31039381292,1.00150559848368
"77","pr_letter[63]",0.315398589952887,0.000532066356698309,0.0236524500551119,0.27063452170328,0.299668062807698,0.314997363834803,0.330868471938037,0.363116378048941,1976.15347639357,1.00150960391048
"78","pr_letter[64]",0.308458894964093,0.000527499382686542,0.0233904602519915,0.264080980860994,0.292814035055109,0.308175714109369,0.323724929088288,0.355454977075587,1966.22685504944,1.00151484714531
"79","pr_letter[65]",0.301714905364969,0.000522978675559645,0.0231272244765504,0.257761991795689,0.286179327210641,0.301412648849308,0.316854808310375,0.348205756167007,1955.59568226479,1.00152127542367
"80","pr_letter[66]",0.295160945045914,0.000518504826692706,0.0228632207742128,0.251717800354412,0.279841622657248,0.294809741485759,0.310156742365085,0.341130354345249,1944.32657897152,1.00152883364975
"81","pr_letter[67]",0.288791426259875,0.000514077637023393,0.022598881267782,0.245822588168302,0.27365327497582,0.28848781349247,0.303620904506041,0.334590561718722,1932.48644756856,1.00153746519381
"82","pr_letter[68]",0.282600860224976,0.000509696307305629,0.0223345960070347,0.240130123281984,0.267654070122188,0.282390517962521,0.297262721350786,0.327776039061681,1920.14147366668,1.00154711257338
"83","pr_letter[69]",0.276583865779029,0.00050535959769091,0.0220707165255222,0.234559376574265,0.261744584530826,0.27626475259675,0.291082466538044,0.321075468569537,1907.3563045845,1.00155771803135
"84","pr_letter[70]",0.270735176319869,0.000501065960247714,0.0218075591201299,0.229165606186898,0.256070035520853,0.270406045905419,0.28506462645824,0.314723835877857,1894.1933904192,1.00156922402296
"85","pr_letter[71]",0.265049645241971,0.00049681364780049,0.0215454078698947,0.223995866635868,0.250599990232707,0.264711679970254,0.279240776567387,0.308508832060254,1880.71247211535,1.00158157362233
"86","pr_letter[72]",0.259522250058124,0.000492600802212613,0.0212845174109363,0.219205486203887,0.245216834927518,0.259168459741125,0.273573347292384,0.302486556117222,1866.97020027248,1.00159471085842
"87","pr_letter[73]",0.254148095375095,0.000488471851990016,0.0210251154842829,0.214355119479903,0.239968420338434,0.253772236288568,0.268133207029651,0.29653429626817,1852.66840153772,1.00160858098921
"88","pr_letter[74]",0.248922414874083,0.000484481011155311,0.0207674052729862,0.209787552739778,0.234863529427865,0.248556965106846,0.262651979241344,0.290663730052899,1837.43065019281,1.00162313072201
"89","pr_letter[75]",0.243840572430272,0.000480520419609888,0.0205115675443247,0.205202007203721,0.229908304738706,0.2434603364209,0.257331835233971,0.285149737317334,1822.10755013731,1.00163830838695
"90","pr_letter[76]",0.238898062490877,0.000476588099857497,0.0202577626121519,0.20076329960846,0.225175375155012,0.238487256038154,0.252283131082053,0.279812622169375,1806.74377518755,1.00165406406999
"91","pr_letter[77]",0.23409050981757,0.000472682231381252,0.0200061321336241,0.196412658120033,0.220543474023861,0.233625358538119,0.247250472600399,0.274566309714745,1791.37996058464,1.00167034971107
"92","pr_letter[78]",0.229413668687023,0.000468801162180548,0.0197568007536677,0.192221143941413,0.216041394906355,0.228901931679813,0.242363026284503,0.269432239172735,1776.05283296809,1.00168711917238
"93","pr_letter[79]",0.224863421632405,0.000464943414393395,0.0195098776096628,0.188124863547084,0.211662461638117,0.224370813019117,0.237593913919242,0.264228530641126,1760.79537464795,1.00170432828112
"94","pr_letter[80]",0.220435777798833,0.000461107685209787,0.0192654577079399,0.184204966330046,0.207376112824959,0.219911219401787,0.233033495276247,0.259472920687909,1745.63701257936,1.00172193485064
"95","pr_letter[81]",0.216126870977054,0.000457292844100894,0.0190236231828303,0.180470206267567,0.203243537644395,0.215591134685643,0.228638907777758,0.254636906154718,1730.60382391748,1.0017398986835
"96","pr_letter[82]",0.211932957371781,0.000453497927227918,0.0187844444481882,0.176755198955455,0.19922310409698,0.211369125281813,0.224287256496409,0.249870676504254,1715.71875139112,1.00175818155916
"97","pr_letter[83]",0.207850413154121,0.000449722129753409,0.0185479812505211,0.173145745258472,0.195268786869349,0.207325415142244,0.220006139765481,0.24533678664606,1701.00182295575,1.00177674720921
"98","pr_letter[84]",0.203875731841324,0.000445964796654208,0.0183142836321258,0.169640087618737,0.191462170075255,0.203304593187566,0.215897150506386,0.241162360701392,1686.47037127448,1.00179556128226
