"","rowname","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","r","N2"
"219","CEchoices[3]",0.71623881086148,0.0242207777617822,2.31068927121977,-0.999999999999998,-0.999999999999998,-0.999999999999998,2.03695541495407,6.09742490638481,9101.37326772412,1.00060611004307,0.02,25
"220","lp__",-3.33881457726237,0.00988700250931708,0.788001955388316,-5.57815414499642,-3.52911458408603,-3.02824918771347,-2.82821811833267,-2.77314180547334,6352.21664670832,1.00012911601769,0.02,25
"221","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,26
"222","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,26
"223","CEchoices[3]",0.759055426975694,0.0251274814074578,2.33024398922959,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.25409117457364,6.19151112480249,8600.12714980172,1.00022955009267,0.02,26
"224","lp__",-3.34218056196227,0.00897058238400162,0.796068697315116,-5.57636061923795,-3.53343568968309,-3.03525775747962,-2.82979805034753,-2.77311873725493,7875.16779783746,1.00018315438864,0.02,26
"225","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,27
"226","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,27
"227","CEchoices[3]",0.728676398370279,0.0252074167886708,2.32737020016671,-0.999999999999998,-0.999999999999998,-0.999999999999998,2.458075406425,6.2796878332707,8524.60479655663,0.999922157029568,0.02,27
"228","lp__",-3.34241092594887,0.00879339169198037,0.786456226729131,-5.59510783824869,-3.54156038221876,-3.03440170452116,-2.83224852406058,-2.773238397578,7999.01061394319,0.999947584452756,0.02,27
"229","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,28
"230","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,28
"231","CEchoices[3]",0.726661206098176,0.0252770928282627,2.30526929169094,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.05727188217082,6.36249496456093,8317.42864020929,0.999941336166401,0.02,28
"232","lp__",-3.32828522488646,0.00891121847270443,0.767119119065582,-5.50556452669353,-3.51248203156479,-3.02894813306905,-2.83006233554288,-2.77313763863692,7410.56688388297,0.999959096019057,0.02,28
"233","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,29
"234","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,29
"235","CEchoices[3]",0.74473829181649,0.0242172092942022,2.33498823119917,-0.999999999999998,-0.999999999999998,-0.535113270972622,2.25409117457364,6.44040860568293,9296.53699118081,1.00005699442613,0.02,29
"236","lp__",-3.33441462940518,0.00970729230635173,0.783046574426182,-5.57377219580208,-3.52023785093759,-3.02851723054663,-2.82868648821088,-2.77308322414559,6506.97253113426,1.00027881162934,0.02,29
"237","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,30
"238","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,30
"239","CEchoices[3]",0.777204894227073,0.024907977141407,2.34101064018262,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.44004328539477,6.51385016581422,8833.43989370645,0.999905229652158,0.02,30
"240","lp__",-3.33466333719617,0.00835088741351772,0.754545475283746,-5.48894381431774,-3.54098750197272,-3.0421457155576,-2.83106593024455,-2.77318609521869,8164.04859590048,1.00006336177474,0.02,30
"241","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,1
"242","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,1
"243","CEchoices[3]",-0.397668794150945,0.00514586813409207,0.601202891963191,-1,-1,0.202377893700079,0.202377893700079,0.202377893700079,13649.7537365931,0.999964730138222,0.04,1
"244","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,1
"245","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,2
"246","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,2
"247","CEchoices[3]",-0.259977616634444,0.00980509061811004,1.13150864861686,-1,-1,-1,1.47003465742842,1.47003465742842,13317.1880414722,0.999918921749728,0.04,2
"248","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,2
"249","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,3
"250","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,3
"251","CEchoices[3]",-0.102232263025954,0.0119465303202074,1.30610370424575,-1,-1,-0.321825182301715,-0.321825182301715,2.41654694690506,11952.8575284506,0.999888575310437,0.04,3
"252","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,3
"253","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,4
"254","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,4
"255","CEchoices[3]",-0.00920246082509502,0.0138135148319021,1.47981992829558,-1,-1,-1,0.670249062088381,3.15071598588954,11476.496971197,0.999966303940572,0.04,4
"256","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,4
"257","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,5
"258","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,5
"259","CEchoices[3]",0.0435615793312848,0.0149572583236104,1.57957018710658,-1,-1,-0.608368696757142,1.47003465742842,3.73702527944144,11152.5420098206,1.00000811164228,0.04,5
"260","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,5
"261","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,6
"262","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,6
"263","CEchoices[3]",0.114168303664737,0.0162872327453874,1.66792218294258,-1,-1,-1,0.202377893700079,4.21617866601285,10487.1375537741,1.00006986680721,0.04,6
"264","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,6
"265","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,7
"266","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,7
"267","CEchoices[3]",0.137241087148368,0.0171089059626588,1.7380389636053,-1,-1,-0.789019282490841,0.885847263881083,4.61516113705545,10319.8774041007,0.999991443355657,0.04,7
"268","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,7
"269","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,8
"270","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,8
"271","CEchoices[3]",0.189069312242141,0.0176541834873698,1.78044413571382,-1,-1,-1,1.47003465742842,4.95258064565418,10170.9479291337,0.999969584230455,0.04,8
"272","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,8
"273","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,9
"274","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,9
"275","CEchoices[3]",0.199029742971498,0.0182469974920927,1.83789144991663,-1,-1,-0.913324745081989,0.489260904447621,5.24169014364439,10145.1130306305,0.999995248254216,0.04,9
"276","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,9
"277","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,10
"278","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,10
"279","CEchoices[3]",0.240865943541966,0.0188892114345906,1.86463906529181,-1,-1,-1,1.00988620114331,5.49218749532137,9744.55254298461,0.999980867401783,0.04,10
"280","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,10
"281","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,11
"282","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,11
"283","CEchoices[3]",0.244136683086235,0.0193747436630925,1.90783023354644,-1,-1,-1,1.47003465742842,5.71133419503897,9696.3330227215,1.00002658451543,0.04,11
"284","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,11
"285","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,12
"286","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,12
"287","CEchoices[3]",0.277258930155806,0.0196080847972929,1.92199112357603,-1,-1,-1,0.670249062088381,5.90467615948304,9607.98690371186,1.00001774254372,0.04,12
"288","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,12
"289","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,13
"290","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,13
"291","CEchoices[3]",0.283611050595869,0.0199149166163274,1.9543263903448,-1,-1,-1,1.09047588265267,6.0765226544346,9630.24217125334,1.00003433569293,0.04,13
"292","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,13
"293","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,14
"294","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,14
"295","CEchoices[3]",0.307122442968316,0.0203106101619915,1.9708483451396,-1,-1,-1,1.47003465742842,4.95258064565418,9415.87041854758,1.00001029988977,0.04,14
"296","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,14
"297","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,15
"298","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,15
"299","CEchoices[3]",0.313635444399449,0.0205837283757501,1.99385670896805,-1,-1,-1,0.794842352747784,5.15003070034971,9382.95867164311,1.00004001235792,0.04,15
"300","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,15
"301","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,16
"302","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,16
"303","CEchoices[3]",0.330567237334272,0.0208314260113857,2.00765673051486,-1,-1,-1,1.14704363321066,5.32907899607577,9288.40015684565,1.0000028299961,0.04,16
"304","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,16
"305","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,17
"306","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,17
"307","CEchoices[3]",0.339441612503441,0.0210423621811443,2.02700544831425,-1,-1,-1,1.47003465742842,5.49218749532137,9279.42036878655,1.00002624782403,0.04,17
"308","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,17
"309","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,18
"310","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,18
"311","CEchoices[3]",0.347265386650231,0.021159807388634,2.04041621684047,-1,-1,-1,0.885847263881083,5.64139710454309,9298.52606658137,1.00002339529465,0.04,18
"312","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,18
"313","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,19
"314","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,19
"315","CEchoices[3]",0.356472615569968,0.0213941628129204,2.05157576856095,-1,-1,-1,1.18893699948073,5.77841411437785,9195.69437489527,1.00002061108115,0.04,19
"316","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,19
"317","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,20
"318","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,20
"319","CEchoices[3]",0.363996687821272,0.0215709649957414,2.06427019523783,-1,-1,-1,1.47003465742842,5.90467615948304,9157.85865112598,1.0000423507037,0.04,20
"320","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,20
"321","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,21
"322","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,21
"323","CEchoices[3]",0.371597898436759,0.02174553936476,2.07508509066413,-1,-1,-1,1.73146603463365,6.02140315033387,9106.07979808128,1.00005448464387,0.04,21
"324","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.04,21
"325","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,22
"326","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,22
"327","CEchoices[3]",0.384242526568079,0.0217375542837924,2.07835944438786,-1,-1,-1,1.22121050438477,6.12963702951961,9141.55253675869,1.00066803848241,0.04,22
"328","lp__",-3.32829315340585,0.00895207167969385,0.762080511852671,-5.48578132392691,-3.52380578358387,-3.03442987293304,-2.830413056012,-2.77310041654965,7246.93906830958,1.00050964820012,0.04,22
"329","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,23
"330","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,23
"331","CEchoices[3]",0.346921379675534,0.0216469904742369,2.04970352248389,-1,-1,-1,1.47003465742842,5.37126430763741,8965.7586290186,1.00056300817166,0.04,23
"332","lp__",-3.32699189220562,0.00891108753086423,0.76709071981084,-5.50783763535562,-3.51933223891657,-3.02425127753798,-2.82778182169703,-2.77317120090576,7410.23597698474,1.00077299414844,0.04,23
"333","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,24
"334","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,24
"335","CEchoices[3]",0.344685426995979,0.0214424382621666,2.0624488809646,-1,-1,-1,1.00988620114331,6.32408503961831,9251.62560852434,1.00041805008533,0.04,24
"336","lp__",-3.32806134241266,0.0100804438474388,0.788136598110051,-5.55519483696903,-3.5048082276607,-3.02544028243662,-2.82873364082183,-2.77315153849862,6112.84917603267,1.00058885313591,0.04,24
"337","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,25
"338","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,25
"339","CEchoices[3]",0.373277325726253,0.0221105616515691,2.09812811911043,-1,-1,-1,1.24683639035797,5.60529937229912,9004.60069825997,1.00058107296752,0.04,25
"340","lp__",-3.33881457726237,0.00988700250931708,0.788001955388316,-5.57815414499642,-3.52911458408603,-3.02824918771347,-2.82821811833267,-2.77314180547334,6352.21664670832,1.00012911601769,0.04,25
"341","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,26
"342","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,26
"343","CEchoices[3]",0.407183397344753,0.0226712679172012,2.12085118725956,-1,-1,-1,1.47003465742842,5.71133419503897,8751.22348567106,1.00021139829828,0.04,26
"344","lp__",-3.34218056196227,0.00897058238400162,0.796068697315116,-5.57636061923795,-3.53343568968309,-3.03525775747962,-2.82979805034753,-2.77311873725493,7875.16779783746,1.00018315438864,0.04,26
"345","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,27
"346","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,27
"347","CEchoices[3]",0.386715232612441,0.0227992926121255,2.11583940651716,-1,-1,-1,1.68065259714874,5.81093686989445,8612.36957158744,0.999939136730987,0.04,27
"348","lp__",-3.34241092594887,0.00879339169198037,0.786456226729131,-5.59510783824869,-3.54156038221876,-3.03440170452116,-2.83224852406058,-2.773238397578,7999.01061394319,0.999947584452756,0.04,27
"349","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,28
"350","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,28
"351","CEchoices[3]",0.376315201967982,0.0228544462382229,2.09535874033643,-1,-1,-1,1.26767678153112,5.90467615948304,8405.72872949145,0.999921259321155,0.04,28
"352","lp__",-3.32828522488646,0.00891121847270443,0.767119119065582,-5.50556452669353,-3.51248203156479,-3.02894813306905,-2.83006233554288,-2.77313763863692,7410.56688388297,0.999959096019057,0.04,28
"353","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,29
"354","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,29
"355","CEchoices[3]",0.398995316979921,0.0221415028973556,2.12576422342993,-1,-1,-1,1.47003465742842,5.99305561127728,9217.56046123305,1.00006345422525,0.04,29
"356","lp__",-3.33441462940518,0.00970729230635173,0.783046574426182,-5.57377219580208,-3.52023785093759,-3.02851723054663,-2.82868648821088,-2.77308322414559,6506.97253113426,1.00027881162934,0.04,29
"357","CEchoices[1]",-0.586171660506978,0,0,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,-0.586171660506978,2.0006001800542,0.999799979995999,0.04,30
"358","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.04,30
"359","CEchoices[3]",0.42382721354005,0.022692258166974,2.13380761635871,-1,-1,-1,1.66199712105392,6.0765226544346,8842.09324011846,0.999918115482736,0.04,30
"360","lp__",-3.33466333719617,0.00835088741351772,0.754545475283746,-5.48894381431774,-3.54098750197272,-3.0421457155576,-2.83106593024455,-2.77318609521869,8164.04859590048,1.00006336177474,0.04,30
"361","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,1
"362","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,1
"363","CEchoices[3]",-0.794752790624513,0.0017534789233572,0.204862731078291,-1,-1,-0.590284041570043,-0.590284041570043,-0.590284041570043,13649.7537365931,0.999964730138222,0.06,1
"364","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,1
"365","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,2
"366","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,2
"367","CEchoices[3]",-0.49916802597765,0.00663588426528756,0.765781850452773,-1,-1,-1,0.671668805148033,0.671668805148033,13317.1880414722,0.999918921749728,0.06,2
"368","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,2
"369","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,3
"370","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,3
"371","CEchoices[3]",-0.463959416922598,0.00922867644952779,1.06084810588974,-1,-1,-1,-1,1.63540109674239,13213.7951621133,0.999918612643623,0.06,3
"372","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,3
"373","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,4
"374","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,4
"375","CEchoices[3]",-0.301641825171569,0.0107429124126168,1.17661782211813,-1,-1,-1,-0.128176376116344,2.39662891149531,11995.7325602396,0.999961902763171,0.06,4
"376","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,4
"377","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,5
"378","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,5
"379","CEchoices[3]",-0.261854486548814,0.0121176003367551,1.3127036886114,-1,-1,-1,0.671668805148033,3.01370803616061,11735.4612082695,1.00002328370334,0.06,5
"380","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,5
"381","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,6
"382","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,6
"383","CEchoices[3]",-0.19936939763131,0.0133207555430139,1.39764409699385,-1,-1,-1,-0.590284041570043,3.52436797079347,11008.6856926183,1.00007636935772,0.06,6
"384","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,6
"385","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,7
"386","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,7
"387","CEchoices[3]",-0.153521954362736,0.0141768997167323,1.46778584197577,-1,-1,-1,0.0861842430298647,3.95414115326583,10719.2118421767,0.999983123247837,0.06,7
"388","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,7
"389","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,8
"390","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,8
"391","CEchoices[3]",-0.13738223224275,0.0147556507601066,1.53039139965652,-1,-1,-1,0.671668805148033,4.32095005769643,10756.9288840506,0.999972086798356,0.06,8
"392","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,8
