"","par","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"44","pr[42]",0.856496195642732,0.000221615549229549,0.011335791627529,0.833488567197259,0.848930058348123,0.856770686053872,0.864210937061931,0.877394858625726,2616.39464298919,1.00079927317905
"45","pr[43]",0.847481652102835,0.000233301426275969,0.011658994472128,0.824015606026699,0.839795811197328,0.847694698774136,0.855388124159853,0.868943607650587,2497.3959615583,1.00083876071724
"46","pr[44]",0.838447810216079,0.000245537137145011,0.0119672695370855,0.814499375546776,0.830562794191626,0.838620522770766,0.846634975112121,0.860491037430438,2375.50401986623,1.00087967891711
"47","pr[45]",0.82941245813764,0.000257519845152648,0.0122602869562315,0.805029280037828,0.82133014539647,0.829501350561005,0.837820425599672,0.851932881645899,2266.62599474351,1.00092139803327
"48","pr[46]",0.820391621712982,0.000269173555565079,0.0125378565072513,0.79561232300585,0.812272595192674,0.820448609218811,0.829036794147615,0.843307264631084,2169.61066897058,1.00096341226684
"49","pr[47]",0.811399669488534,0.000280305188878753,0.0127999145153548,0.786155943154257,0.803095179005012,0.811430360710016,0.820229124927061,0.834862416069592,2085.21991406972,1.00100532071137
"50","pr[48]",0.802449421978401,0.000290842900902516,0.0130465097212427,0.776678047623684,0.793981855898095,0.802472732092391,0.811393325508537,0.826503991571531,2012.20280012027,1.00104681009383
"51","pr[49]",0.79355226207065,0.000300923888331306,0.0132777889027708,0.767305221778796,0.784928670332495,0.793521214187414,0.802543138515852,0.818101082251438,1946.87554437662,1.00108763958044
"52","pr[50]",0.784718244226588,0.000310535935475255,0.0134939828169561,0.758033614607164,0.775942147832684,0.784698797532768,0.793813354738308,0.809750669159542,1888.2373197229,1.00112762767607
"53","pr[51]",0.775956200750472,0.000319672654784487,0.0136953928486118,0.748804581328562,0.7669768894174,0.775881146857045,0.785136564168269,0.801405845798279,1835.43079174605,1.00116664110423
"54","pr[52]",0.767273843907106,0.000328332492411278,0.0138823786106229,0.739760130509214,0.758139530565267,0.767187099068075,0.776531746547605,0.793281108754757,1787.72223731293,1.00120458548185
"55","pr[53]",0.758677863060813,0.000336517871719363,0.0140553466334804,0.731007347018217,0.74941701291493,0.758541495142575,0.768065351445093,0.785018759246303,1744.48345205387,1.00124139757332
"56","pr[54]",0.750174016319261,0.000344234458183334,0.0142147402024196,0.722240548993499,0.740760250861216,0.750051019373455,0.759732645861792,0.776714422063738,1705.17583910375,1.00127703890512
"57","pr[55]",0.741767216405065,0.000351490530535687,0.0143610303438648,0.713677651203812,0.732234762034663,0.741681387747055,0.751501834082773,0.768562907241781,1669.3366993956,1.00131149053541
"58","pr[56]",0.733461610660224,0.000358296444539375,0.0144947079239558,0.705228452514431,0.723834481805653,0.733349660022732,0.743274566037287,0.760453330567725,1636.56756572247,1.00134474879202
"59","pr[57]",0.725260655224581,0.000364539806607273,0.0146162767965802,0.696822841912229,0.715529073591748,0.725166485369928,0.735223184251253,0.752408486743266,1607.62073888763,1.00137682181573
"60","pr[58]",0.717167183528776,0.000370359322610662,0.014726247923147,0.688573134344588,0.707281806146807,0.717040944431968,0.727252006845338,0.74463198237498,1581.02105384022,1.00140772676841
"61","pr[59]",0.709183469312466,0.000375770533438447,0.0148251343785935,0.68042367405177,0.699233696278083,0.709058122152734,0.719301589257749,0.7369405747327,1556.50971111026,1.0014374875871
"62","pr[60]",0.701311284426088,0.000380788477330934,0.014913447155692,0.672419137616745,0.691295661933676,0.701141543871955,0.711432489601434,0.729335561647106,1533.86975140715,1.00146613318444
"63","pr[61]",0.693551951704262,0.000385428541281274,0.0149916916809782,0.664590869774229,0.683496181029455,0.693369587504645,0.703683275508663,0.721814501157752,1512.91155958897,1.0014936960128
"64","pr[62]",0.685906393215303,0.000389706279050862,0.0150603649593198,0.656993692074688,0.675775020230628,0.685749849801641,0.696037283394944,0.714367501627677,1493.46890917596,1.00152021092378
"65","pr[63]",0.67837517419737,0.000393637261134796,0.0151199532693714,0.649389987881217,0.668208329862396,0.678258266193316,0.68855417033334,0.706913883279387,1475.39563765859,1.00154571426708
"66","pr[64]",0.670958542990306,0.000397236952055588,0.0151709303382393,0.641860320896737,0.660738697152708,0.670838459884732,0.681221865407833,0.699799603083505,1458.56284552318,1.00157024318281
"67","pr[65]",0.663656467265181,0.000400520610971867,0.0152137559301386,0.634465047542086,0.653407975458621,0.663528824405679,0.673981535715208,0.692649100292461,1442.85653052237,1.00159383504996
"68","pr[66]",0.656468666842645,0.000403503212127107,0.0152488747903187,0.627236027024864,0.646220276456516,0.656328037712644,0.666800502771099,0.685593804544579,1428.17558419902,1.00161652706042
"69","pr[67]",0.649394643377648,0.000406199382132281,0.0152767158918511,0.620125049822126,0.639152732525011,0.649259791865853,0.659705146958464,0.678626600947777,1414.43009049718,1.00163835589398
"70","pr[68]",0.642433707172864,0.000408623351488718,0.0152976919388518,0.613106947862688,0.63214147233893,0.642276655963297,0.652786780770125,0.671771955750882,1401.53987683391,1.00165935747411
"71","pr[69]",0.635585001367089,0.000410788918115726,0.0153121990852848,0.606215827203344,0.625288426274874,0.635371005227006,0.645895897015386,0.665004209629056,1389.43327666765,1.00167956678844
"72","pr[70]",0.628847523728371,0.000412709420960305,0.015320616833597,0.599475761833665,0.61850693198922,0.628635625499269,0.639174848485063,0.65833839217572,1378.04606969446,1.00169901776063
"73","pr[71]",0.622220146265264,0.00041439772203837,0.0153233080820735,0.592875617959633,0.61185892325772,0.621996857272966,0.632541211449787,0.651759334584957,1367.32057161742,1.00171774316306
"74","pr[72]",0.615701632853585,0.00041586619549227,0.0153206192939652,0.586432859216628,0.605326377893243,0.615452124489327,0.626062755446378,0.645280749856109,1357.20485020605,1.00173577456186
"75","pr[73]",0.609290655060559,0.000417126722454353,0.0153128807651601,0.580048570161837,0.598958406820144,0.609021584282228,0.619675369859651,0.63889671563703,1347.65204827298,1.00175314228717
"76","pr[74]",0.602985806333536,0.000418190690682698,0.0153004069704635,0.573793464722108,0.592685629533248,0.602702047186592,0.613382274903148,0.632667561919242,1338.61979741534,1.0017698754232
"77","pr[75]",0.596785614706532,0.000419068998088402,0.0152834969714544,0.567695096914979,0.586495776323904,0.596521529765304,0.607123444395775,0.626529802696723,1330.06970901449,1.00178600181359
